ACT4 220:00,ÐðÊÂÔùÓè,Àâ¾µx1,ÔÎÈ¾Àâ¾µ¡¤¾»»¯(2082),¶ÔºÚË®ÀàË«±¶ÉËº¦,,,,
ACT4 240:00,BossµôÂä,¹â·«x1,µ÷ÂÉ·«(×ÔÉè¼Æ),³å´Ì×ª»¯µÐÈË¹¥»÷ÎªºÍÏÒ,,,,
ACT5 260:00,Ì½Ë÷½±Àø,°éÐÇx1,»¤¶ÜÎÞÈË»ú(4002),×îÖÕÕ½Ç°·ÀÓù²¹³ä,,,,
ACT5 280:00,BossµôÂä,ÐÇºËx1,ÐÇÍ¼ËéÆ¬:Ê¾°Í,Í¨¹Ø½âËøÏÂÒ»ÐÇÇò,,,,
ACT5 ¿ÉÑ¡,Òþ²ØÊÕ¼¯,Àâ¾µx1,ìØÔöÀâ¾µ¡¤»ØÉù(2106),Òþ²ØÊÕ¼¯½±Àø,,,,
,,,,,,,,
¡¾µÐÈËÍ¼¼ø(Ê¾°ÍÐÇÌØ»¯°æ)¡¿,,,,,,,,
ID,ÀàÐÍ,Ãû³Æ,Ô­ÐÍ,ºËÐÄ»úÖÆ,Ê×´Î³öÏÖ,Éè¼ÆÁé¸Ð,,
SH-M01,ÔÓ±ø,Ëé¾§ÅÀÐÐÕß,Rusher,×ÔÉ±³å·æ+ËÀÍö²£Á§ÓêAOE,ACT1 5:00,º£µ¨+Ëé²£Á§,,
SH-M02,ÔÓ±ø,¾²ÖÍ¸¡À×,Kiter,Ðü¸¡ÇòÐÎË®À×+Á°äô¿ÉÊ¹ÆäÐÝÃß,ACT1 15:00,Ë®Ä¸+µØÀ×,,
SH-M03,ÔÓ±ø-ÖÐÁ¢,¸è³ªÅÀÐÐÕß,Neutral,²»¹¥»÷Ô­µØ¸è³ª/É±Ëü=³ÁÄ¬Ò»¸öÉùÒô,ACT1 30:00,Òô²æ+Ó©»ð³æ,,
SH-M04,ÔÓ±ø-Ô¶³Ì,¹²Õñ¼â½ÐÕß,Kiter,ÐîÁ¦¸ßÆµÉù²¨Êø+Éýµ÷Ô¤¾¯+Ãé×¼Ïß,ACT2 55:00,Òô²æ+¾Ñ»÷ÊÖ,,
SH-S01,ÌØ»¯-·´ÖÆ,¼á¶Ü¸èÕß,Reflector,ÖÓÐÎÕýÃæ²¨ÎÆ¶Ü(·´µ¯)/ÈÆ±³»òÁ°äô´©Í¸,ACT2 65:00,½ÌÌÃÖÓ+¶ÜÅÆ±ø,,
SH-S02,ÌØ»¯-»ú¶¯,ÏàÎ»Âþ²½Õß,Stalker,Éù²¨¶Ì¾àË²ÒÆ/½¥ÈõÆÚÒþÐÎ/¹¥»÷ºóÉÁÏÖ,ACT3 100:00,³ªÆ¬ÌøÕë+ÈÌÕß,,
SH-S03,ÌØ»¯-»·¾³,ºÚË®´¥ÊÖ,Turret/Trap,´ÓºÚË®Éì³ö×¥ÈËÍÏÈë(¼´ËÀ)/Á°äô¾»»¯ÍËËõ,ACT3 120:00,Éîº£ÕÂÓã+ÏÝÚå,,
SH-M05,ÔÓ±ø-±äÒì,¾²Ä¬¸¯»¯Õß,Rusher(Berserk),±»´ó¾²Ä¬¸ÐÈ¾/ÉíÌå·¢ºÚ·è¿ñ/¾²ÒôÁ¦³¡µ¼ÖÂ¹ýÈÈ,ACT4 195:00,½©Ê¬+ºÚË®,,
SH-E01,¾«Ó¢,½ðÉ«Ö¸»ÓÕß,Mini-Boss,Ö¸»ÓÔÓ±øºÏ³ª±à¶Ó(BUFF)/»÷É±Íß½â±à¶Ó,ACT2 70:00,½»ÏìÀÖÖ¸»Ó+½«¾ü,,
SH-E02,¾«Ó¢,ºÚË®Ö®Ä¸,Mini-Boss,¾Þ´óºÚË®ÊµÌå/²»¶ÏÉú³É¸¯»¯Õß/ÐèÁ°äô±©Â¶ºËÐÄ,ACT4 210:00,Éîº£Ë®Ä¸+·õ»¯Æ÷,,
SH-W01,ÓÎµ´Boss,ÆÆËéµÄÊØÒ¹ÈË,Nemesis,Õ½Ëð¾ÞÐÍÃùÖÓÕß/ÌØ¶¨ÇøÓòËæ»ú×·É±,ACT3 140:00,»êÏµNPCÈëÇÖ,,
SH-B01,ÇøÓòBoss,Ì¾Ï¢Ç½Ö®ÐÄ,PhaseScript,Èý½×¶Î:¾§Ìå¶Ü+ºÚË®¡ú±©Â¶ºËÐÄ+ÕÙ»½Èº¡ú¿ñ±©+¾²Òô,ACT2 85:00,½ÌÌÃ´óÃÅ+ÃâÒßÏµÍ³,,
SH-B02,×îÖÕBoss,´óÖ¸»Ó¼Ò,PhaseScript,²»ÊÇ¶ÔºäÊÇºÏ×à/ÔÚÀÖÕÂ¼äÏ¶²åÈë±ä×à/»÷°Ü=Õü¾È,ACT5 280:00,¹Ü·çÇÙ+±¯¾çAI,,
,,,,,,,,
,,,,,,,,
========== ACT 1: ×¹ÂäÓë¾õÐÑ (0:00-50:00) ==========,,,,,,,,
Ê±³¤Ô¼50·ÖÖÓ | Z1×¹»ú±ùÔ­ | ´ÓÎÞÖªµÄÆÆ»µÕßµ½¿ªÊ¼ÇãÌý,,,,,,,,
ÐðÊÂ»¡£ºÔëÒô½µÁÙ¡úÑ§»áÕ½¶·¡ú·¢ÏÖµÐÈË²»ÊÇ¹ÖÎï¡úÖÊÒÉ×Ô¼ºµÄ±©Á¦,,,,,,,,
,,,,,,,,
Ê±¶Î (Time),ÇøÓò (Zone)(Asset),ÀÖÕÂ (Beat)(Narrative),ÕÅÁ¦(1-10),ºËÐÄÄ¿±ê (Objective)(UI Guide),ºËÐÄÕÏ°­ (Obstacle)(The Problem),¹Ø¼ü»ñÈ¡ (Acquisition)(The Solution),ÄÜÁ¦ÑéÖ¤ (Verification)(The Test),µØÍ¼¹Ø¼üµã (POIs)(System/Secret)
0:00-5:00 (300s),Z1a. ×¹»úµã (Cinematic¡úLinear),ÐòÇú£º×¹Âä (Overture: The Fall),4,ÌÓÀë×¹»úÏÖ³¡+Ë«ÎäÆ÷½ÌÑ§,[¹ý³¡] 10ÃëCG:½ðË¿È¸ºÅ±»¾§ÌåÐÇ»·ËéÆ¬»÷ÖÐÂÝÐý×¹Âä¡úÎÞ·ìÏÎ½Ógameplay¡£[»·¾³] ·¢¹â¾§ÌåËéÆ¬´ÓÌì¿ÕÆ®Âä¡£[µÐÈË] ±¬Õ¨Éù²¨¾ªÐÑ2Ö»Ëé¾§ÅÀÐÐÕß´Ó±ùÃæÁÑ·ìÅÀ³ö¡£[ÐðÊÂ] ÒÁ¶÷½ô¼±Í¨Ñ¶:Äã½µÂäÔÚÁËÒ»¸ö²»¸ÃÓÐÉùÒôµÄµØ·½¡£,[Ö÷ÎäÆ÷:Êµµ¯(»úÇ¹)] + [¸±ÎäÆ÷:ÖØÅÚ] ´Ó×¹»ú²Ðº¡Ê°È¡¡£ÐÇÍ¼UIÊ×´Îµ¯³ö¡£,¡¾ÑéÖ¤¡¿1.CG¡úgameplayÎÞ·ì 2.3ÃëºóÒÆ¶¯½âËø 3.30Ãëºó³å´Ì½âËø 4.60ÃëºóÊ°È¡Ö÷ÎäÆ÷ 5.ÐÇÍ¼UIÍÏ×§½ÌÑ§ 6.2Ö»ÅÀÐÐÕßÉä»÷½ÌÑ§(3-4·¢»÷É±) 7.µÐÈËËÀÍö±À½âÎªÒô·û¹âµã+·çÁåÉù 8.¸±ÎäÆ÷»÷Ëé´óÐÍ±ùÖù,[ÃªµãA] ×¹»úµã(²Ðº¡Ì®Ëú²»¿É·µ»Ø) [ÐðÊÂ] N-01´¥·¢ [ÒôÐ§] ±¬Õ¨¡ú3Ãë¾ø¶Ô¼Å¾²¡ú·çÉù [ÊÓ¾õ] ÀäÙýÇàÀ¶É«Ìì¿Õ+Ô¶´¦µ¹ÖÃÖÓÂ¥¼ôÓ° [5·ÖÖÓÍê³ÉÈ«²¿»ù´¡½ÌÑ§]
5:00-12:00 (420s),Z1b. ¼Å¾²Ñ©Ô­ (Open¡úGuided),µÚÒ»ÀÖÕÂ£º¼Å¾² (Mvt I: Silence),2,Ì½Ë÷±ùÔ­/¸ÐÊÜ°²¾²/·¢ÏÖ±ùµñÈº,[´¿Ì½Ë÷] ¹ãÙó²Ò°×±ùÔ­¡£¶ÏÁÑÒô²æÊ÷ÈçÄ¹±®¡£ÒøÉ«¹è»ù·Û³¾Ëæ·ç³É¿ËÀ­µÂÄáÍ¼°¸¡£[ÎÞÍþÐ²] ÁãµÐÈË¡£·çÉù+½Å²ÈËé²£Á§ßÇàêÉù¡£[Òýµ¼] Ô¶´¦7×ù±ùµñÉ¢·¢²ÊÉ«Î¢¹â¡£[»¥¶¯] Éä»÷¶ÏÁÑÒô²æÊ÷¡ú·¢³öµ¥Òô·û(½¨Á¢Éä»÷=ÉùÒô)¡£[·ü±Ê] µØÃæÅ¼¶ûÉø³öºÚË®+²ÈÉÏÈ¥ÉùÒô±»ÍÌÊÉ¡£,[ÎÞÐÂ»ñÈ¡] (´¿Ì½Ë÷¶Î) ÐÇÍ¼²¹¸ø²Ö(HP/µ¯Ò©),¡¾ÑéÖ¤¡¿1.¿ª·Å±ùÔ­3¸öÐËÈ¤µã 2.Éä»÷Òô²æÊ÷×®Ã¿¿ÃÒô¸ß²»Í¬(Do-Re-Mi) 3.7×ù¶³½áÃùÖÓÕß±ùµñÈçÔÚÑÝ×à 4.¿¿½ü¡úÎ¢Èõ²ÐÁôÐýÂÉ 5.Ö÷ÎäÆ÷Éä»÷±ùµñ¡ú±ù¿ÇËéÁÑÊÍ·ÅÐýÂÉ+ÀúÊ·È«Ï¢ 6.¸±ÎäÆ÷²»Í¬ÒôÉ« 7.È«²¿7×ù=ÍêÕûÎÄÃ÷Ö÷ÌâÇú(¿ÉÑ¡³É¾Í) 8.ÊØÒ¹ÈË:ËüÃÇÔø¾­ÊÇÒ»¸öÀÖ¶Ó,[ÃªµãB] ±ùµñÈºÖÐÐÄ(°²È«Çø) [Lore] ±ùµñx7(ÐýÂÉËéÆ¬=ÃùÖÓÕßÆßÕÂÊ·) [ÃØÃÜ] °´Do-Mi-Sol-DoÉä»÷¡úµÚ8×ùÉýÆð [·ÕÎ§] BGM¼«¼ò [7·ÖÖÓ°²¾²=ÓÃÈ±Ê§ÖÆÔìºÃÆæ]
12:00-22:00 (600s),Z1c. ¾õÐÑÕ½³¡ (Arena Sequence),µÚÒ»ÀÖÕÂ£º±©Á¦ (Mvt I: Violence),7,ÏûÃðÅÀÐÐÕß/±£»¤±ùµñÈº,[´¥·¢] µÚ7×ù±ùµñÐýÂÉÀ©É¢¡úÔ¶É½±ä×Ïºì(N-02)¡£[ÒÁ¶÷] ÄãµÄÉùÒôÒýÀ´ÁËËüÃÇ¡£[Èý²¨] Wave1:5Ö»SH-M01·ÖÉ¢³å·æ¡úWave2:8Ö»SH-M01+2Ö»SH-M02°ë°üÎ§¡úWave3:10Ö»SH-M01+1Ö»½ðÉ«¾«Ó¢SH-E01Ö±±¼×î´ó±ùµñ¡£[»úÖÆ] ÅÀÐÐÕßÓÅÏÈ¹¥»÷±ùµñ¡£[Ñ¡Ôñ] ±£»¤(¸ßÄÑ/±£ÁôLore) vs ·ÅÆú(µÍÄÑ/Ê§È¥ÊÕ¼¯)¡£,[ÎÞÐÂ»ñÈ¡] Ë«ÎäÆ÷ÊµÕ½ÑéÖ¤¡£Êµµ¯:¸ßÉäËÙÇåÈº¡£ÖØÅÚ:¸ßÉË¶Ô¾«Ó¢¡£,¡¾ÑéÖ¤¡¿1.Wave1»ù´¡Éä»÷+×ßÎ» 2.¹ýÈÈ½ÌÑ§ 3.Wave2¸¡À×Æ®Ïò±ùµñÐèÓÅÏÈ»÷ÆÆ 4.Òý±¬Ê±»ú(Òýµ½¹ÖÈº) 5.Wave3¾«Ó¢Ö¸»ÓËø¶¨×î´ó±ùµñ 6.¸±ÎäÆ÷¶Ô¾«Ó¢Ð§¹ûÏÔÖø 7.¾«Ó¢ËÀÍöÊÍ·Å½ðÉ«Òô²¨¡úÕðÉ¢ÔÓ±ø(¿ìÉ±½±Àø) 8.Çåµã±ùµñ´æ»î¡úÓ°ÏìºóÐø¶Ô»°,[Õ½¶·] ±£»¤Ä¿±êÊ½Èý²¨ [ÐðÊÂ] N-02:Ìì¿Õ±äÉ« [¾«Ó¢] SH-E01Èõ»¯°æ [ºó¹û] ±ùµñ´æ»î¡úÐÅÈÎ¶È [ÆæÓö] È«´æ»î¡ú±ùµñºÏ×àÍêÕûÐýÂÉ(Çé¸Ð½±Àø)
22:00-32:00 (600s),Z1d. Òô²æÁÖ (Exploration+Tutorial),¼ä×àÇú£º»ØÉù (Intermezzo: Echo),4,´©Ô½Òô²æÁÖ/ÔâÓöÆæÃîÉúÌ¬,[»·¾³] ÃÜ¼¯Òô²æÁÖ¡ª¡ª¾Þ´ó½ðÊôÊ÷¸ÉÖ±ÈëÔÆÏö¡£[ÉùÑ§] ¿¿½üÒô²æÊ÷¡úÖØÁ¦¼õÈõ¡úÌøÔ¾¸ü¸ß/ÖÍ¿Õ¸ü³¤¡£[»¥¶¯] Éä»÷Òô²æÊ÷¡ú¹²Ãù²¨(3Ãë)¡úÕðÔÎ¸½½üÅÀÐÐÕß(»·¾³ÎäÆ÷)¡£[ÉúÌ¬] ¿ËÀ­µÂÄá»¨¡ª¡ªÒøÉ«¹è»ùÖ²ÎïËæÉùÒôÕÀ·Å/±ÕºÏ¡£[µÐÈË] ÁãÐÇSH-M01x3-4+Òþ²ØSH-M02x1¡£[ÆæÃîÔâÓö] ÁÖ¼äÉî´¦:ÐÝÃßµÄ¾ÞÐÍÃùÖÓÕß(·ÇµÐ¶Ô)¡£°ëÍ¸Ã÷ÉíÌåÄÚ¿É¼ûÌø¶¯ÖÓ°ÚÐÄ¡£¿¿½ü¡úÎËÃù¡ú»¨¶äÈ«²¿ÕÀ·Å¡£,[ÎÞÐÂ»ñÈ¡] »·¾³»¥¶¯½ÌÑ§¡£Òô²æÊ÷=»·¾³ÎäÆ÷¡£ÖØÁ¦±ä»¯=Ì½Ë÷¡£,¡¾ÑéÖ¤¡¿1.½øÈëÒô²æÁÖÖØÁ¦±äÇá 2.Éä»÷Òô²æÊ÷¡ú¹²Ãù²¨ÕðÔÎÅÀÐÐÕß 3.¼õÖØÌøÉÏ¸ß´¦¡ú²¹¸ø+Lore 4.Éä»÷¿ËÀ­µÂÄá»¨¡úÕÀ·Å³ÉÁÙÊ±Æ½Ì¨(3Ãë) 5.Òþ²Ø¸¡À×´Ó»¨´ÔÌ½³ö 6.ÔâÓöÐÝÃß¾ÞÐÍÃùÖÓÕß¡úÒÁ¶÷:Ëü»¹»î×Å! 7.²»¿É¹¥»÷(µ¯¿ª)¡ú²»ÊÇËùÓÐÃùÖÓÕß¶¼ÊÇµÐÈË 8.»¨Ìï=ÌìÈ»°²È«Çø(µÐÈË²»½øÈë),[ÃªµãC] ¾ÞÐÍÃùÖÓÕß¡¤»¨Ô°(°²È«Çø/´æµµ) [½ÌÑ§] ¹²Ãù²¨+ÉùÐü¸¡ [ÉúÌ¬] ¿ËÀ­µÂÄá»¨(ÉùÒô¡úÕÀ·Å¡úÆ½Ì¨) [ÆæÓö] ÐÝÃß¾ÞÐÍÃùÖÓÕß(NPCÊ½) [ÃØÃÜ] ¶ÔËüÓÃÖØÅÚ¡úÍ´¿àÊÕËõ+ÒÁ¶÷Ñµ³â [Lore] ÃùÖÓÕßÒô²æÅ©Òµ
32:00-38:00 (360s),Z1e. Õ½ºóÓà²¨ (Narrative Aftermath),µÚ¶þÀÖÕÂ£º·´Ë¼ (Mvt II: Reflection),3,ÇåµãÕ½¹û/ÈÏÖª×ªÕÛ,[·¢ÏÖ] ÅÀÐÐÕßËéÆ¬Ò²·¢³öÎ¢ÈõÐýÂÉ(ºÍ±ùµñÒ»Ñù!)¡£[ÐðÊÂ×ªÕÛ] ÊØÒ¹ÈË:ÕâÐ©ÅÀÐÐÕß²»ÊÇÈëÇÖÕß¡ª¡ªËüÃÇÊÇÃùÖÓÕß×Ô¼ºµÄËéÆ¬¡£ÄãÉäÉ±µÄÃ¿Ò»Ö»¶¼ÔøÊÇÎÄÃ÷µÄÒ»¸öÒô·û¡£[»¥¶¯] Éä»÷ËéÆ¬¡úÐýÂÉÊÍ·ÅºóÏûÉ¢¡£[Çé¸Ð] 2Ö»ÐÝÃßÅÀÐÐÕßòéËõÔÚÒô²æÊ÷ÏÂ(²»¹¥»÷)¡£×ËÌ¬ÈçÔÚ¿ÞÆü¡£[Òýµ¼] ËéÆ¬×é³ÉÐýÂÉÖ®Â·¡úÒýÏòÏ¿¹È¡£,[ÎÞÐÂ»ñÈ¡] ÈÏÖªÖØ¶¨Òå:µÐÈË=×ßµ÷µÄÃùÖÓÕßËéÆ¬¡£,¡¾ÑéÖ¤¡¿1.¼ì²éËéÆ¬¡úÐýÂÉ²ÐÁô 2.ÊØÒ¹ÈË·ÖÎö¡úµÐÈËÕæÊµÉí·Ý 3.ÒÁ¶÷:ÎÒÃÇÒ»Ö±ÔÚÉ±ËÀËüÃÇµÄ¼ÇÒä? 4.ÐÝÃßÅÀÐÐÕß¡ú°²¾²Ê±µÄµÐÈË(±£»¤ÐÔ×ËÌ¬) 5.Éä»÷ÐÝÃßÕß¡ú²»·´»÷Ö»°§ÃùÏûÉ¢(¸º×ï¸Ð) 6.ÐýÂÉÖ®Â·¡úËéÆ¬Òô·û»­¿ËÀ­µÂÄáÍ¼°¸ 7.´¿ÐðÊÂÎÞÕ½¶· 8.Ô¶´¦¾ÞÐÍÃùÖÓÕßËÆÔÚËÕÐÑ(·ü±Ê),[ÐðÊÂ] ºËÐÄÈÏÖª×ªÕÛ:µÐÈË=×ßµ÷ËéÆ¬ [NPC] ÐÝÃßÅÀÐÐÕßx2 [·ü±Ê] ¾ÞÐÍÃùÖÓÕßËÕÐÑ [Çé¸Ð] ÎÒÊÇ²»ÊÇ×ö´íÁË? [Éè¼ÆÒâÍ¼] Õ½ºó¼Å¾²·Å´ó·´Ë¼¡ª¡ª±©Á¦ºóµÄÐéÎÞ
38:00-50:00 (720s),Z1f. ÏÂÐÐÍ¨µÀ¡úZ2 (Gauntlet+Puzzle),µÚ¶þÀÖÕÂ£º¾õÎò (Mvt II: Awakening),6,±£»¤¸è³ªÕß/»ñÈ¡Ê×¸öÀâ¾µ,[µØÐÎ] ÏÂÆÂ½øÈë¹Ü·çÇÙÏ¿¹ÈÈë¿ÚÍ¨µÀ¡ª¡ªË®¾§¹Ü±Ú(×Óµ¯»÷ÖÐ·¢³öÒô½×)¡£[µÐÈË] ¹¥»÷ÐÍSH-M01x6+¸è³ªÐÍSH-M03x2(Ê×´Î!)¡£[µÀµÂ] ¸è³ªÐÍ²»¹¥»÷¡£¹¥»÷ÐÍÕýÔÚ´Ý»ÙËüÃÇ![Ñ¡Ôñ] A.È«É±(¿ì) B.±£»¤¸è³ªÕß+Ö»É±¹¥»÷ÐÍ(ÄÑÓÐ½±Àø)¡£[»·¾³] Éä»÷ÌØ¶¨¹Ü±Ú¡ú¹²Ãù²¨ÇøÓòÕðÔÎ¡£[¾«Ó¢] Í¨µÀÄ©¶Ë½ðÉ«Ö¸»ÓÕßSH-E01¡úÖ¸»ÓÎ§¹¥¸è³ªÕß¡£[½±Àø] »÷°Ü¾«Ó¢¡úµôÂä·ÖÐÎÀâ¾µ¡¤Ë«Éú(2001)¡£,[Àâ¾µ] ·ÖÐÎÀâ¾µ¡¤Ë«Éú(2001) Ð§¹û:+2¿Å×Óµ¯ Õ¼Î»:1²Û+5ÈÈÁ¿ µÚÒ»¸ö¸Ä×°!,¡¾ÑéÖ¤¡¿1.Ô¶´¦¸èÉùºÍ¼â½Ð»ìÔÓ 2.·¢ÏÖ¸è³ªÐÍ±»¹¥»÷ÐÍ°üÎ§ 3.ÊØÒ¹ÈË:±£»¤»¹¼ÇµÃÐýÂÉµÄ! 4.¾«×¼Éä»÷±ÜÃâÎóÉË 5.¹Ü±Ú¹²Ãù²¨ÕðÔÎ3Ãë 6.¾«Ó¢Ö¸»Ó±à¶Ó¡úÓÅÏÈ»÷É± 7.µôÂäÀâ¾µ¡úÐÇÍ¼¸Ä×°½ÌÑ§ 8.×°±¸Ë«Éú¡úÉä»÷±ä3·¢(Õý·´À¡!) 9.¸è³ªÕß´æ»î¡ú³ªÐýÂÉ¡úÒþ²ØÃÅ 10.¹Ü±ÚDo-Mi-Sol-Do=¶îÍâ½±Àø,[Àâ¾µ»ñÈ¡] ·ÖÐÎÀâ¾µ¡¤Ë«Éú [½ÌÑ§] Àâ¾µÏµÍ³+ÐÇÍ¼¸Ä×° [µÀµÂ] ¸è³ªÐÍ(±£»¤/ºöÊÓ/É±¡ú²»Í¬ºó¹û) [»·¾³] ¹Ü±Ú¹²Ãù²¨ [¾«Ó¢] ½ðÉ«Ö¸»ÓÕß [ÃØÃÜ] Do-Mi-Sol-DoÃÜÂë [¹ý¶É] Í¨µÀÄ©¶Ë¡úÏ¿¹ÈÈ«¾°¡úACT2Ô¤¸æ
,,,,,,,,
ACT1 ÐÄÁ÷ÇúÏß(50min):,,,,,,,,
0:00  __________ 4/10 [ÐòÇú] CG×¹»ú+ÌÓÅÜ+Ë«ÎäÆ÷»ñÈ¡,,,,,,,,
5:00  __________ 2/10 [¼Å¾²] ±ùÔ­Ì½Ë÷+±ùµñÐýÂÉ¡ª¡ª´¿ÌåÑé,,,,,,,,
12:00  __________ 7/10 [±©Á¦] Èý²¨±£»¤Õ½¶·¡ª¡ªÊ×´ÎÕæÕý¿¼Ñé,,,,,,,,
22:00  __________ 4/10 [»ØÉù] Òô²æÁÖ+ÉúÌ¬¾ªÆæ¡ª¡ª¼õÑ¹,,,,,,,,
32:00  __________ 3/10 [·´Ë¼] Õ½ºóÓà²¨+ÈÏÖª×ªÕÛ¡ª¡ªÇé¸Ð³å»÷,,,,,,,,
38:00  __________ 6/10 [¾õÎò] µÀµÂÑ¡Ôñ+Ê×Àâ¾µ¡ª¡ªÈÏÖª¡úÐÐ¶¯,,,,,,,,
ACT1×Ü½á:´ÓÎÞÖªÆÆ»µÕß(0:00)µ½¿ªÊ¼ÇãÌýµÄ¾õÐÑÕß(50:00)¡£Ë«ÎäÆ÷+»ù´¡Õ½¶·+»·¾³»¥¶¯+µÚÒ»´ÎµÀµÂ¾õÐÑ¡£,,,,,,,,
,,,,,,,,
,,,,,,,,
========== ACT 2: Ì¾Ï¢µÄÏ¿¹È (50:00-90:00) ==========,,,,,,,,
Ê±³¤Ô¼40·ÖÖÓ | Z2Ì¾Ï¢Ï¿¹È | ´ÓÕ½Ê¿µ½Á°äôÊ¹ÓÃÕßµÄ×ª±ä,,,,,,,,
ÐðÊÂ»¡£º½øÈëÉùµÄÉî´¦¡ú»ñÈ¡Á°äô¡ú·¢ÏÖÉùÒôÊÇÓïÑÔ¡úÌ¾Ï¢Ç½Boss¡ú´ó¾²Ä¬ÕæÏà³õ¿ú,,,,,,,,
,,,,,,,,
Ê±¶Î (Time),ÇøÓò (Zone)(Asset),ÀÖÕÂ (Beat)(Narrative),ÕÅÁ¦(1-10),ºËÐÄÄ¿±ê (Objective)(UI Guide),ºËÐÄÕÏ°­ (Obstacle)(The Problem),¹Ø¼ü»ñÈ¡ (Acquisition)(The Solution),ÄÜÁ¦ÑéÖ¤ (Verification)(The Test),µØÍ¼¹Ø¼üµã (POIs)(System/Secret)
